kraj,płeć,wiek,rok,wystąpień
SL,f,55-64,2006,111.0
SL,f,55-64,2007,143.0
SL,f,55-64,2008,153.0
SM,f,55-64,1997,0.0
SM,f,55-64,2003,0.0
SM,f,55-64,2004,0.0
SN,f,55-64,1995,126.0
SN,f,55-64,1996,121.0
SN,f,55-64,1997,87.0
SN,f,55-64,1998,98.0
SN,f,55-64,1999,106.0
SN,f,55-64,2000,107.0
SN,f,55-64,2001,113.0
SN,f,55-64,2002,118.0
SN,f,55-64,2003,122.0
SN,f,55-64,2004,139.0
SN,f,55-64,2005,116.0
SN,f,55-64,2006,124.0
SN,f,55-64,2007,121.0
SN,f,55-64,2008,148.0
SO,f,55-64,1995,25.0
SO,f,55-64,1996,38.0
SO,f,55-64,1997,56.0
SO,f,55-64,1998,74.0
SO,f,55-64,1999,74.0
SO,f,55-64,2000,72.0
SO,f,55-64,2001,97.0
SO,f,55-64,2002,111.0
SO,f,55-64,2003,161.0
SO,f,55-64,2004,157.0
SO,f,55-64,2005,212.0
SO,f,55-64,2006,171.0
SO,f,55-64,2007,181.0
SO,f,55-64,2008,191.0
SR,f,55-64,1996,3.0
SR,f,55-64,1997,0.0
SR,f,55-64,2000,1.0
SR,f,55-64,2001,0.0
SR,f,55-64,2002,0.0
SR,f,55-64,2003,1.0
SR,f,55-64,2004,1.0
SR,f,55-64,2005,1.0
SR,f,55-64,2006,0.0
ST,f,55-64,2000,4.0
ST,f,55-64,2001,6.0
ST,f,55-64,2002,2.0
ST,f,55-64,2003,0.0
ST,f,55-64,2004,1.0
ST,f,55-64,2005,3.0
ST,f,55-64,2006,1.0
ST,f,55-64,2007,5.0
ST,f,55-64,2008,0.0
SV,f,55-64,1996,38.0
SV,f,55-64,1997,42.0
SV,f,55-64,1998,43.0
SV,f,55-64,1999,44.0
SV,f,55-64,2000,39.0
SV,f,55-64,2001,53.0
SV,f,55-64,2002,51.0
SV,f,55-64,2003,44.0
SV,f,55-64,2004,48.0
SV,f,55-64,2005,42.0
SV,f,55-64,2006,38.0
SV,f,55-64,2007,33.0
SV,f,55-64,2008,40.0
SY,f,55-64,1995,37.0
SY,f,55-64,1996,45.0
SY,f,55-64,1997,36.0
SY,f,55-64,1998,18.0
SY,f,55-64,2000,38.0
SY,f,55-64,2001,42.0
SY,f,55-64,2002,31.0
SY,f,55-64,2003,33.0
SY,f,55-64,2004,59.0
SY,f,55-64,2005,32.0
SY,f,55-64,2006,39.0
SY,f,55-64,2007,30.0
SY,f,55-64,2008,29.0
SZ,f,55-64,1995,8.0
SZ,f,55-64,1996,58.0
SZ,f,55-64,2000,24.0
SZ,f,55-64,2001,18.0
SZ,f,55-64,2002,13.0
SZ,f,55-64,2003,20.0
SZ,f,55-64,2004,19.0
SZ,f,55-64,2005,21.0
SZ,f,55-64,2006,48.0
SZ,f,55-64,2007,39.0
SZ,f,55-64,2008,57.0
TC,f,55-64,2003,0.0
TC,f,55-64,2006,1.0
TD,f,55-64,1999,16.0
TD,f,55-64,2002,18.0
TD,f,55-64,2003,151.0
TD,f,55-64,2004,25.0
TD,f,55-64,2005,59.0
TG,f,55-64,1995,23.0
TG,f,55-64,1996,15.0
TG,f,55-64,1998,17.0
TG,f,55-64,1999,25.0
TG,f,55-64,2000,24.0
TG,f,55-64,2002,29.0
TG,f,55-64,2003,26.0
TG,f,55-64,2004,37.0
TG,f,55-64,2005,41.0
TG,f,55-64,2006,58.0
TG,f,55-64,2007,35.0
TG,f,55-64,2008,47.0
TH,f,55-64,1995,1175.0
TH,f,55-64,1996,918.0
TH,f,55-64,1997,633.0
TH,f,55-64,1998,475.0
TH,f,55-64,1999,879.0
TH,f,55-64,2000,1016.0
TH,f,55-64,2001,1265.0
TH,f,55-64,2002,1307.0
TH,f,55-64,2003,1264.0
TH,f,55-64,2004,1203.0
TH,f,55-64,2005,1259.0
TH,f,55-64,2006,1287.0
TH,f,55-64,2007,1281.0
TH,f,55-64,2008,1276.0
TJ,f,55-64,1996,11.0
TJ,f,55-64,1997,12.0
TJ,f,55-64,1998,10.0
TJ,f,55-64,2001,11.0
TJ,f,55-64,2002,15.0
TJ,f,55-64,2004,17.0
TJ,f,55-64,2005,43.0
TJ,f,55-64,2007,61.0
TJ,f,55-64,2008,40.0
TK,f,55-64,2007,0.0
TK,f,55-64,2008,3.0
TL,f,55-64,2002,40.0
TL,f,55-64,2003,43.0
TL,f,55-64,2004,27.0
TL,f,55-64,2005,18.0
TL,f,55-64,2006,34.0
TL,f,55-64,2007,36.0
TL,f,55-64,2008,35.0
TM,f,55-64,1995,25.0
TM,f,55-64,1996,19.0
TM,f,55-64,1997,45.0
TM,f,55-64,1998,16.0
TM,f,55-64,1999,27.0
TM,f,55-64,2000,34.0
TM,f,55-64,2001,32.0
TM,f,55-64,2002,34.0
TM,f,55-64,2003,21.0
TM,f,55-64,2004,26.0
TM,f,55-64,2005,27.0
TM,f,55-64,2006,24.0
TM,f,55-64,2007,36.0
TM,f,55-64,2008,29.0
TN,f,55-64,1998,43.0
TN,f,55-64,1999,29.0
TN,f,55-64,2000,21.0
TN,f,55-64,2001,42.0
TN,f,55-64,2002,34.0
TN,f,55-64,2003,24.0
TN,f,55-64,2004,19.0
TN,f,55-64,2005,16.0
TN,f,55-64,2006,33.0
TN,f,55-64,2007,29.0
TN,f,55-64,2008,18.0
TO,f,55-64,1995,2.0
TO,f,55-64,1996,1.0
TO,f,55-64,1997,0.0
TO,f,55-64,1998,1.0
TO,f,55-64,1999,2.0
TO,f,55-64,2000,1.0
TO,f,55-64,2001,0.0
TO,f,55-64,2002,1.0
TO,f,55-64,2003,2.0
TO,f,55-64,2005,2.0
TO,f,55-64,2006,0.0
TO,f,55-64,2007,0.0
TO,f,55-64,2008,2.0
TR,f,55-64,2004,7.0
TR,f,55-64,2005,166.0
TR,f,55-64,2006,149.0
TR,f,55-64,2007,128.0
TR,f,55-64,2008,139.0
TT,f,55-64,1995,3.0
TT,f,55-64,1996,1.0
TT,f,55-64,1998,5.0
TT,f,55-64,1999,4.0
TT,f,55-64,2000,2.0
TT,f,55-64,2001,9.0
TT,f,55-64,2002,0.0
TT,f,55-64,2003,1.0
TT,f,55-64,2004,1.0
TT,f,55-64,2005,4.0
TT,f,55-64,2006,8.0
TT,f,55-64,2007,3.0
TT,f,55-64,2008,4.0
TV,f,55-64,1995,1.0
TV,f,55-64,2003,0.0
TV,f,55-64,2005,2.0
TV,f,55-64,2006,0.0
TV,f,55-64,2007,3.0
TV,f,55-64,2008,0.0
TZ,f,55-64,1995,380.0
TZ,f,55-64,1996,472.0
TZ,f,55-64,1997,501.0
TZ,f,55-64,1998,466.0
TZ,f,55-64,1999,501.0
TZ,f,55-64,2000,494.0
TZ,f,55-64,2001,522.0
TZ,f,55-64,2002,475.0
TZ,f,55-64,2003,509.0
TZ,f,55-64,2004,544.0
TZ,f,55-64,2005,547.0
TZ,f,55-64,2006,507.0
TZ,f,55-64,2007,535.0
TZ,f,55-64,2008,564.0
UA,f,55-64,1995,185.0
UA,f,55-64,1996,192.0
UA,f,55-64,1997,126.0
UA,f,55-64,1998,194.0
UA,f,55-64,1999,222.0
UA,f,55-64,2000,218.0
UA,f,55-64,2001,235.0
UA,f,55-64,2003,221.0
UA,f,55-64,2006,246.0
UA,f,55-64,2007,438.0
UA,f,55-64,2008,255.0
UG,f,55-64,1995,312.0
UG,f,55-64,1996,379.0
UG,f,55-64,1997,379.0
UG,f,55-64,1998,395.0
UG,f,55-64,1999,331.0
UG,f,55-64,2000,316.0
UG,f,55-64,2001,292.0
UG,f,55-64,2002,374.0
UG,f,55-64,2003,356.0
UG,f,55-64,2004,358.0
UG,f,55-64,2005,389.0
UG,f,55-64,2006,332.0
UG,f,55-64,2007,382.0
UG,f,55-64,2008,314.0
US,f,55-64,1995,202.0
US,f,55-64,1996,217.0
US,f,55-64,1997,201.0
US,f,55-64,1998,179.0
US,f,55-64,1999,244.0
US,f,55-64,2000,152.0
US,f,55-64,2001,176.0
US,f,55-64,2002,167.0
US,f,55-64,2003,169.0
US,f,55-64,2004,166.0
US,f,55-64,2005,161.0
US,f,55-64,2006,146.0
US,f,55-64,2007,135.0
US,f,55-64,2008,172.0
UY,f,55-64,1995,9.0
UY,f,55-64,1996,10.0
UY,f,55-64,1997,8.0
UY,f,55-64,1998,6.0
UY,f,55-64,1999,11.0
UY,f,55-64,2000,12.0
UY,f,55-64,2001,3.0
UY,f,55-64,2002,11.0
UY,f,55-64,2003,6.0
UY,f,55-64,2004,11.0
UY,f,55-64,2005,8.0
UY,f,55-64,2006,11.0
UY,f,55-64,2007,7.0
UY,f,55-64,2008,13.0
UZ,f,55-64,1996,149.0
UZ,f,55-64,1998,1.0
UZ,f,55-64,1999,136.0
UZ,f,55-64,2000,112.0
UZ,f,55-64,2001,216.0
UZ,f,55-64,2002,96.0
UZ,f,55-64,2003,172.0
UZ,f,55-64,2004,211.0
UZ,f,55-64,2005,217.0
UZ,f,55-64,2006,224.0
UZ,f,55-64,2007,235.0
UZ,f,55-64,2008,227.0
VC,f,55-64,2000,0.0
VC,f,55-64,2005,0.0
VC,f,55-64,2007,0.0
VE,f,55-64,1999,134.0
VE,f,55-64,2002,123.0
VE,f,55-64,2003,140.0
VE,f,55-64,2004,135.0
VE,f,55-64,2005,146.0
VE,f,55-64,2006,140.0
VE,f,55-64,2007,147.0
VE,f,55-64,2008,146.0
VI,f,55-64,1996,0.0
VN,f,55-64,1996,3360.0
VN,f,55-64,1997,3614.0
VN,f,55-64,1998,3296.0
VN,f,55-64,1999,3034.0
VN,f,55-64,2000,2847.0
VN,f,55-64,2001,2530.0
VN,f,55-64,2002,2409.0
VN,f,55-64,2003,2283.0
VN,f,55-64,2004,2226.0
VN,f,55-64,2005,2023.0
VN,f,55-64,2006,1996.0
VN,f,55-64,2007,1891.0
VN,f,55-64,2008,1858.0
VU,f,55-64,1995,0.0
VU,f,55-64,1996,4.0
VU,f,55-64,1998,0.0
VU,f,55-64,1999,0.0
VU,f,55-64,2000,3.0
VU,f,55-64,2001,1.0
VU,f,55-64,2002,3.0
VU,f,55-64,2003,1.0
VU,f,55-64,2004,2.0
VU,f,55-64,2005,1.0
VU,f,55-64,2006,0.0
VU,f,55-64,2007,1.0
VU,f,55-64,2008,5.0
WF,f,55-64,1996,0.0
WF,f,55-64,1997,0.0
WF,f,55-64,2002,2.0
WF,f,55-64,2003,0.0
WF,f,55-64,2007,0.0
WS,f,55-64,1995,1.0
WS,f,55-64,1996,0.0
WS,f,55-64,1997,2.0
WS,f,55-64,1998,0.0
WS,f,55-64,1999,0.0
WS,f,55-64,2000,0.0
WS,f,55-64,2001,1.0
WS,f,55-64,2002,0.0
WS,f,55-64,2003,2.0
WS,f,55-64,2005,1.0
WS,f,55-64,2008,0.0
YE,f,55-64,1995,106.0
YE,f,55-64,1996,14.0
YE,f,55-64,1997,71.0
YE,f,55-64,1998,158.0
YE,f,55-64,1999,120.0
YE,f,55-64,2000,247.0
YE,f,55-64,2001,192.0
YE,f,55-64,2002,122.0
YE,f,55-64,2003,114.0
YE,f,55-64,2004,86.0
YE,f,55-64,2005,85.0
YE,f,55-64,2006,73.0
YE,f,55-64,2007,113.0
YE,f,55-64,2008,102.0
YU,f,55-64,1995,158.0
YU,f,55-64,1996,217.0
YU,f,55-64,1997,239.0
YU,f,55-64,2001,23.0
YU,f,55-64,2002,19.0
YU,f,55-64,2003,20.0
YU,f,55-64,2004,41.0
ZA,f,55-64,1999,159.0
ZA,f,55-64,2000,167.0
ZA,f,55-64,2001,295.0
ZA,f,55-64,2002,1076.0
ZA,f,55-64,2003,1972.0
ZA,f,55-64,2004,2182.0
ZA,f,55-64,2005,2352.0
ZA,f,55-64,2006,2550.0
ZA,f,55-64,2007,2964.0
ZA,f,55-64,2008,3234.0
ZM,f,55-64,1995,117.0
ZM,f,55-64,2000,112.0
ZM,f,55-64,2002,297.0
ZM,f,55-64,2003,297.0
ZM,f,55-64,2004,245.0
ZM,f,55-64,2005,235.0
ZM,f,55-64,2006,207.0
ZM,f,55-64,2007,244.0
ZM,f,55-64,2008,187.0
ZW,f,55-64,2002,140.0
ZW,f,55-64,2003,225.0
ZW,f,55-64,2004,214.0
ZW,f,55-64,2005,193.0
ZW,f,55-64,2006,230.0
ZW,f,55-64,2007,213.0
ZW,f,55-64,2008,174.0
AD,f,65+,1996,0.0
AD,f,65+,1997,1.0
AD,f,65+,1999,0.0
AD,f,65+,2002,0.0
AD,f,65+,2003,0.0
AD,f,65+,2004,0.0
AD,f,65+,2005,0.0
AD,f,65+,2006,0.0
AD,f,65+,2008,0.0
AE,f,65+,1999,2.0
AE,f,65+,2000,4.0
AE,f,65+,2002,1.0
AE,f,65+,2003,4.0
AE,f,65+,2004,3.0
AE,f,65+,2006,5.0
AE,f,65+,2007,0.0
AE,f,65+,2008,3.0
AF,f,65+,1997,1.0
AF,f,65+,1998,20.0
AF,f,65+,1999,8.0
AF,f,65+,2000,36.0
AF,f,65+,2001,89.0
AF,f,65+,2002,218.0
AF,f,65+,2003,158.0
AF,f,65+,2004,256.0
AF,f,65+,2005,246.0
AF,f,65+,2006,309.0
AF,f,65+,2007,353.0
AF,f,65+,2008,364.0
AG,f,65+,1996,0.0
AG,f,65+,2000,0.0
AG,f,65+,2001,0.0
AG,f,65+,2002,0.0
AG,f,65+,2003,0.0
AG,f,65+,2007,0.0
AI,f,65+,2004,0.0
AL,f,65+,1995,16.0
AL,f,65+,1997,8.0
AL,f,65+,1998,13.0
AL,f,65+,1999,16.0
AL,f,65+,2000,11.0
AL,f,65+,2001,9.0
AL,f,65+,2002,17.0
AL,f,65+,2003,20.0
AL,f,65+,2004,22.0
AL,f,65+,2005,18.0
AL,f,65+,2006,13.0
AL,f,65+,2007,9.0
AL,f,65+,2008,10.0
AM,f,65+,1996,0.0
AM,f,65+,1997,1.0
AM,f,65+,1998,6.0
AM,f,65+,1999,7.0
AM,f,65+,2000,4.0
AM,f,65+,2001,5.0
AM,f,65+,2002,1.0
AM,f,65+,2003,3.0
AM,f,65+,2004,3.0
AM,f,65+,2005,7.0
AM,f,65+,2006,4.0
AM,f,65+,2007,7.0
AM,f,65+,2008,11.0
AN,f,65+,1996,0.0
AN,f,65+,1997,1.0
AN,f,65+,1998,0.0
AN,f,65+,1999,0.0
AN,f,65+,2000,0.0
AN,f,65+,2001,0.0
AN,f,65+,2002,1.0
AN,f,65+,2003,0.0
AN,f,65+,2004,0.0
AN,f,65+,2006,0.0
AO,f,65+,1995,18.0
AO,f,65+,1996,113.0
AO,f,65+,1997,145.0
AO,f,65+,1998,92.0
AO,f,65+,1999,194.0
AO,f,65+,2000,120.0
AO,f,65+,2001,182.0
AO,f,65+,2002,305.0
AO,f,65+,2003,129.0
AO,f,65+,2004,269.0
AO,f,65+,2005,417.0
AO,f,65+,2006,314.0
AO,f,65+,2007,367.0
AO,f,65+,2008,337.0
AR,f,65+,1996,463.0
AR,f,65+,1997,234.0
AR,f,65+,1998,276.0
AR,f,65+,1999,249.0
AR,f,65+,2000,216.0
AR,f,65+,2001,249.0
AR,f,65+,2002,255.0
AR,f,65+,2003,231.0
AR,f,65+,2004,237.0
AR,f,65+,2005,240.0
AR,f,65+,2006,213.0
AR,f,65+,2007,246.0
AR,f,65+,2008,204.0
AS,f,65+,1997,0.0
AT,f,65+,1995,59.0
AT,f,65+,1997,172.0
AT,f,65+,1999,26.0
AT,f,65+,2000,22.0
AT,f,65+,2001,18.0
AT,f,65+,2002,21.0
AT,f,65+,2003,12.0
AT,f,65+,2004,16.0
AT,f,65+,2005,10.0
AT,f,65+,2006,15.0
AT,f,65+,2007,19.0
AU,f,65+,1997,12.0
AU,f,65+,1998,24.0
AU,f,65+,1999,26.0
AU,f,65+,2000,14.0
AU,f,65+,2001,20.0
AU,f,65+,2002,23.0
AU,f,65+,2003,7.0
AU,f,65+,2004,19.0
AU,f,65+,2005,14.0
AU,f,65+,2006,21.0
AU,f,65+,2007,23.0
AU,f,65+,2008,10.0
AZ,f,65+,1995,0.0
AZ,f,65+,1996,10.0
AZ,f,65+,1997,0.0
AZ,f,65+,1998,0.0
AZ,f,65+,1999,0.0
AZ,f,65+,2000,0.0
AZ,f,65+,2002,21.0
AZ,f,65+,2003,5.0
AZ,f,65+,2004,24.0
AZ,f,65+,2005,24.0
AZ,f,65+,2006,8.0
BA,f,65+,1995,23.0
BA,f,65+,1996,39.0
BA,f,65+,1997,83.0
BA,f,65+,1998,85.0
BA,f,65+,1999,87.0
BA,f,65+,2000,124.0
BA,f,65+,2001,127.0
BA,f,65+,2002,81.0
BA,f,65+,2003,73.0
BA,f,65+,2004,102.0
BA,f,65+,2005,130.0
BA,f,65+,2006,88.0
BA,f,65+,2007,0.0
BA,f,65+,2008,112.0
BB,f,65+,2000,0.0
BB,f,65+,2001,0.0
BB,f,65+,2004,1.0
BB,f,65+,2006,1.0
BB,f,65+,2007,0.0
BB,f,65+,2008,0.0
BD,f,65+,1995,38.0
BD,f,65+,1996,41.0
BD,f,65+,1997,236.0
BD,f,65+,1998,324.0
BD,f,65+,1999,333.0
BD,f,65+,2000,370.0
BD,f,65+,2001,371.0
BD,f,65+,2002,865.0
BD,f,65+,2003,591.0
BD,f,65+,2004,718.0
BD,f,65+,2005,1230.0
BD,f,65+,2006,1735.0
BD,f,65+,2007,1818.0
BD,f,65+,2008,1947.0
BE,f,65+,1995,34.0
BE,f,65+,1996,26.0
BE,f,65+,1997,28.0
BE,f,65+,1998,35.0
BE,f,65+,1999,16.0
BE,f,65+,2000,27.0
BE,f,65+,2001,18.0
BE,f,65+,2002,16.0
BE,f,65+,2003,7.0
BE,f,65+,2004,14.0
BE,f,65+,2005,23.0
BE,f,65+,2006,22.0
BE,f,65+,2007,22.0
BE,f,65+,2008,12.0
BF,f,65+,1995,10.0
BF,f,65+,1996,10.0
BF,f,65+,1997,10.0
BF,f,65+,1998,14.0
BF,f,65+,1999,20.0
BF,f,65+,2000,14.0
BF,f,65+,2001,32.0
BF,f,65+,2002,25.0
BF,f,65+,2003,36.0
BF,f,65+,2004,33.0
BF,f,65+,2005,40.0
BF,f,65+,2006,47.0
BF,f,65+,2007,45.0
BF,f,65+,2008,57.0
BG,f,65+,2000,6.0
BG,f,65+,2001,9.0
BG,f,65+,2002,30.0
BG,f,65+,2003,58.0
BG,f,65+,2004,71.0
BG,f,65+,2005,70.0
BG,f,65+,2006,59.0
BG,f,65+,2007,46.0
BG,f,65+,2008,44.0
BH,f,65+,1995,1.0
BH,f,65+,1996,3.0
BH,f,65+,1997,1.0
BH,f,65+,1998,6.0
BH,f,65+,1999,3.0
BH,f,65+,2000,1.0
BH,f,65+,2001,0.0
BH,f,65+,2002,1.0
BH,f,65+,2003,0.0
BH,f,65+,2004,2.0
BH,f,65+,2005,0.0
BH,f,65+,2006,0.0
BH,f,65+,2007,1.0
BH,f,65+,2008,0.0
BI,f,65+,1995,4.0
BI,f,65+,1996,7.0
BI,f,65+,1997,19.0
BI,f,65+,1998,16.0
BI,f,65+,1999,28.0
BI,f,65+,2001,15.0
BI,f,65+,2002,23.0
BI,f,65+,2003,10.0
BI,f,65+,2004,19.0
BI,f,65+,2005,33.0
BI,f,65+,2006,14.0
BI,f,65+,2007,38.0
BI,f,65+,2008,38.0
BJ,f,65+,1995,22.0
BJ,f,65+,1996,21.0
BJ,f,65+,1997,26.0
BJ,f,65+,1998,19.0
BJ,f,65+,1999,30.0
BJ,f,65+,2000,25.0
BJ,f,65+,2002,24.0
BJ,f,65+,2003,25.0
BJ,f,65+,2004,24.0
BJ,f,65+,2005,39.0
BJ,f,65+,2006,41.0
BJ,f,65+,2008,30.0
BM,f,65+,2004,0.0
BN,f,65+,1999,14.0
BN,f,65+,2000,4.0
BN,f,65+,2002,7.0
BN,f,65+,2003,6.0
BN,f,65+,2004,4.0
BN,f,65+,2005,0.0
BN,f,65+,2006,9.0
BN,f,65+,2007,2.0
BN,f,65+,2008,10.0
BO,f,65+,1996,175.0
BO,f,65+,1997,187.0
BO,f,65+,1998,230.0
BO,f,65+,1999,222.0
BO,f,65+,2000,233.0
BO,f,65+,2001,283.0
BO,f,65+,2002,295.0
BO,f,65+,2003,305.0
BO,f,65+,2004,281.0
BO,f,65+,2005,262.0
BO,f,65+,2006,241.0
BO,f,65+,2007,259.0
BO,f,65+,2008,251.0
BR,f,65+,1999,1106.0
BR,f,65+,2000,2496.0
BR,f,65+,2001,1018.0
BR,f,65+,2002,535.0
BR,f,65+,2003,1022.0
BR,f,65+,2004,1189.0
BR,f,65+,2005,1104.0
BR,f,65+,2006,1139.0
BR,f,65+,2007,972.0
BR,f,65+,2008,879.0
BS,f,65+,1995,1.0
BS,f,65+,1996,1.0
BS,f,65+,1997,2.0
BS,f,65+,1998,0.0
BS,f,65+,1999,0.0
BS,f,65+,2000,1.0
BS,f,65+,2002,1.0
BS,f,65+,2003,3.0
BS,f,65+,2004,0.0
BS,f,65+,2007,0.0
BS,f,65+,2008,0.0
BT,f,65+,1995,8.0
BT,f,65+,1996,6.0
BT,f,65+,1997,3.0
BT,f,65+,1998,6.0
BT,f,65+,1999,9.0
BT,f,65+,2000,2.0
BT,f,65+,2001,8.0
BT,f,65+,2002,10.0
BT,f,65+,2003,6.0
BT,f,65+,2004,5.0
BT,f,65+,2005,2.0
BT,f,65+,2006,9.0
BT,f,65+,2007,6.0
BT,f,65+,2008,23.0
BW,f,65+,1997,35.0
BW,f,65+,1999,37.0
BW,f,65+,2000,36.0
BW,f,65+,2001,23.0
BW,f,65+,2002,26.0
BW,f,65+,2003,43.0
BW,f,65+,2004,36.0
BW,f,65+,2005,48.0
BW,f,65+,2006,38.0
BW,f,65+,2007,37.0
BW,f,65+,2008,30.0
BY,f,65+,2002,41.0
BY,f,65+,2003,45.0
BY,f,65+,2004,67.0
BY,f,65+,2005,62.0
BY,f,65+,2006,58.0
BY,f,65+,2007,58.0
BY,f,65+,2008,65.0
BZ,f,65+,1995,2.0
BZ,f,65+,1996,0.0
BZ,f,65+,1997,3.0
BZ,f,65+,2000,4.0
BZ,f,65+,2001,2.0
BZ,f,65+,2002,4.0
BZ,f,65+,2003,5.0
BZ,f,65+,2004,0.0
BZ,f,65+,2005,4.0
BZ,f,65+,2006,6.0
BZ,f,65+,2007,3.0
BZ,f,65+,2008,8.0
CA,f,65+,1980,104.0
CA,f,65+,1981,92.0
CA,f,65+,1982,80.0
CA,f,65+,1983,86.0
CA,f,65+,1984,100.0
CA,f,65+,1985,97.0
CA,f,65+,1986,95.0
CA,f,65+,1987,79.0
CA,f,65+,1988,80.0
CA,f,65+,1989,81.0
CA,f,65+,1990,72.0
CA,f,65+,1991,60.0
CA,f,65+,1992,78.0
CA,f,65+,1993,55.0
CA,f,65+,1994,59.0
CA,f,65+,1995,51.0
CA,f,65+,1996,50.0
CA,f,65+,1997,53.0
CA,f,65+,1998,54.0
CA,f,65+,1999,51.0
CA,f,65+,2000,66.0
CA,f,65+,2001,53.0
CA,f,65+,2002,45.0
CA,f,65+,2003,36.0
CA,f,65+,2004,48.0
CA,f,65+,2005,37.0
CA,f,65+,2006,52.0
CA,f,65+,2007,51.0
CA,f,65+,2008,45.0
CD,f,65+,1995,137.0
CD,f,65+,1996,149.0
CD,f,65+,1997,150.0
CD,f,65+,1998,272.0
CD,f,65+,1999,305.0
CD,f,65+,2000,351.0
CD,f,65+,2001,470.0
CD,f,65+,2002,476.0
CD,f,65+,2003,592.0
CD,f,65+,2004,721.0
CD,f,65+,2005,951.0
CD,f,65+,2006,975.0
CD,f,65+,2007,1099.0
CD,f,65+,2008,1212.0
CF,f,65+,1995,9.0
CF,f,65+,1996,6.0
CF,f,65+,1997,10.0
CF,f,65+,1998,26.0
CF,f,65+,1999,42.0
CF,f,65+,2001,1.0
CF,f,65+,2002,18.0
CF,f,65+,2004,9.0
CF,f,65+,2005,15.0
CF,f,65+,2006,16.0
CF,f,65+,2008,57.0
CG,f,65+,1995,11.0
CG,f,65+,1999,22.0
CG,f,65+,2001,107.0
CG,f,65+,2004,44.0
CG,f,65+,2006,54.0
CG,f,65+,2007,60.0
CG,f,65+,2008,51.0
CH,f,65+,1995,15.0
CH,f,65+,1996,12.0
CH,f,65+,1997,12.0
CH,f,65+,1998,11.0
CH,f,65+,1999,6.0
CH,f,65+,2000,6.0
CH,f,65+,2001,7.0
CH,f,65+,2002,6.0
CH,f,65+,2003,3.0
CH,f,65+,2004,5.0
CH,f,65+,2005,4.0
CH,f,65+,2006,2.0
CH,f,65+,2007,7.0
CH,f,65+,2008,1.0
CI,f,65+,1995,19.0
CI,f,65+,1996,75.0
CI,f,65+,1997,99.0
CI,f,65+,1998,105.0
CI,f,65+,1999,112.0
CI,f,65+,2001,112.0
CI,f,65+,2002,142.0
CI,f,65+,2003,151.0
CI,f,65+,2004,194.0
CI,f,65+,2005,201.0
CI,f,65+,2006,209.0
CI,f,65+,2007,235.0
CI,f,65+,2008,254.0
CK,f,65+,1980,0.0
CK,f,65+,1981,0.0
CK,f,65+,1982,0.0
CK,f,65+,1983,0.0
CK,f,65+,1984,0.0
CK,f,65+,1985,0.0
CK,f,65+,1986,0.0
CK,f,65+,1987,0.0
CK,f,65+,1989,0.0
CK,f,65+,1991,0.0
CK,f,65+,1992,1.0
CK,f,65+,1993,0.0
CK,f,65+,1994,0.0
CK,f,65+,1995,0.0
CK,f,65+,1996,0.0
CK,f,65+,1997,0.0
CK,f,65+,1998,0.0
CK,f,65+,2000,0.0
CK,f,65+,2001,0.0
CK,f,65+,2002,0.0
CK,f,65+,2003,0.0
CK,f,65+,2004,0.0
CK,f,65+,2005,0.0
CK,f,65+,2006,0.0
CL,f,65+,1995,107.0
CL,f,65+,1996,72.0
CL,f,65+,1997,88.0
CL,f,65+,1999,98.0
CL,f,65+,2000,83.0
CL,f,65+,2001,83.0
CL,f,65+,2002,89.0
CL,f,65+,2003,80.0
CL,f,65+,2004,74.0
CL,f,65+,2005,93.0
CL,f,65+,2006,122.0
CL,f,65+,2007,78.0
CL,f,65+,2008,65.0
CM,f,65+,1995,93.0
CM,f,65+,1996,8.0
CM,f,65+,1997,14.0
CM,f,65+,1998,30.0
CM,f,65+,1999,21.0
CM,f,65+,2000,33.0
CM,f,65+,2001,50.0
CM,f,65+,2002,44.0
CM,f,65+,2003,72.0
CM,f,65+,2004,140.0
CM,f,65+,2005,143.0
CM,f,65+,2006,142.0
CM,f,65+,2007,148.0
CM,f,65+,2008,148.0
CN,f,65+,1995,2841.0
CN,f,65+,1996,3945.0
CN,f,65+,1997,4823.0
CN,f,65+,1998,5728.0
CN,f,65+,1999,5663.0
CN,f,65+,2000,6296.0
CN,f,65+,2001,6491.0
CN,f,65+,2002,6740.0
CN,f,65+,2003,9465.0
CN,f,65+,2004,15739.0
CN,f,65+,2005,21244.0
CN,f,65+,2006,21212.0
CN,f,65+,2007,21339.0
CN,f,65+,2008,21086.0
CO,f,65+,2000,510.0
CO,f,65+,2001,359.0
CO,f,65+,2002,371.0
CO,f,65+,2003,421.0
CO,f,65+,2004,426.0
CO,f,65+,2005,395.0
CO,f,65+,2006,469.0
CO,f,65+,2007,461.0
CO,f,65+,2008,406.0
CR,f,65+,1995,14.0
CR,f,65+,1996,5.0
CR,f,65+,1997,30.0
CR,f,65+,1998,26.0
CR,f,65+,1999,36.0
CR,f,65+,2000,24.0
CR,f,65+,2001,15.0
CR,f,65+,2002,19.0
CR,f,65+,2003,16.0
CR,f,65+,2004,22.0
CR,f,65+,2005,14.0
CR,f,65+,2006,11.0
CR,f,65+,2007,15.0
CR,f,65+,2008,14.0
CU,f,65+,1995,80.0
CU,f,65+,1996,63.0
CU,f,65+,1997,46.0
CU,f,65+,1998,55.0
CU,f,65+,1999,35.0
CU,f,65+,2000,39.0
